layer,unit,val correlation,weight0,concept0,weight1,concept1,weight2,concept2,weight3,concept3,bias,sim correlation
layer4,1084,0.248457205600566,0.932066,weight,0.41474366,ungulate,0.33605456,snake,0.29592875,clothing,0.4256925582885742,0.15046527981758118
layer4,1085,0.3600151769404846,1.2459023,shopping cart,0.23563364,domestic animal,0.13911138,dog,0.030050002,carnivore,0.3691066205501556,0.2434634268283844
layer4,1086,0.2513683897793677,1.335016,screw,1.1684433,whistle,0.60341614,geological formation,0.18906233,artifact,0.3978637456893921,0.176374614238739
layer4,1087,0.460946409638642,3.2239022,carved pumpkin,1.5777906,squash,0.9177376,terrier,0.31968302,dog,0.472421258687973,0.43178117275238037
layer4,1088,0.2038041672828069,1.971877,knot,1.9297168,cardoon,1.8151811,dishcloth,1.3239485,scarf,0.4340306520462036,0.31775006651878357
layer4,1089,0.3845882792381013,2.1995587,safe,1.7367483,gymnastic apparatus,0.19582121,artifact,0.1252298,instrumentality,0.3724058866500854,0.23971717059612274
layer4,1090,0.2180874222100847,1.7754685,plastic bag,1.6577294,soda bottle,1.5277029,butcher shop,0.6480552,cartilaginous fish,0.4085806906223297,0.2797161340713501
layer4,1091,0.3079923298786496,2.4550774,planetarium,1.8218236,elephant,1.2877824,turtle,1.2133358,beetle,0.5178927779197693,0.3522998094558716
layer4,1092,0.3591382517959074,2.0220013,balaclava ski mask,1.5440953,Dalmatian,1.0375723,retriever,0.20597203,carnivore,0.3990715742111206,0.35519227385520935
layer4,1093,0.285175536663902,3.0183249,four-poster bed,2.7463808,throne,2.7118568,carousel,0.5334086,structure,0.5771539807319641,0.34364286065101624
layer4,1094,0.2682582888005834,1.9120513,disc brake,1.4356047,remote control,0.39059868,snake,0.1489892,device,0.3953503370285034,0.27421194314956665
layer4,1095,0.238097433044512,2.2360382,wooden spoon,1.6397437,harp,1.5812889,pan flute,0.3161983,musical instrument,0.4850508570671081,0.2447184920310974
layer4,1096,0.2934021184456816,3.7580523,stone wall,3.038728,marmot,2.2072656,cliff,1.76904,geological formation,0.7700557112693787,0.42099469900131226
layer4,1097,0.2507502428914994,1.9402425,daisy,1.729139,coral fungus,1.1261336,leporid,0.4831658,insect,0.4815985262393951,0.16218748688697815
layer4,1098,0.4514638657159956,2.433169,military uniform,1.7502208,military vehicle,1.4365826,armor plate,1.130748,weapon,0.4428038895130157,0.39643922448158264
layer4,1099,0.3259832281723561,2.4717333,garbage truck,2.175712,paddle wheel,1.942714,freight car,1.9038141,farm machine,0.4445337653160095,0.4032942056655884
layer4,1100,0.406749216174127,3.833228,geyser,1.7676022,mashed potatoes,1.6956916,steam locomotive,0.5838736,oscine,0.4709548652172088,0.30480456352233887
layer4,1101,0.3263154477584368,1.8908299,jeans,0.29815054,clothing,0.18753326,domestic animal,0.08482632,carnivore,0.3970323204994201,0.26902613043785095
layer4,1102,0.3025141512669869,1.6644481,baseball player,1.1982236,heavier-than-air craft,0.9554933,shark,0.9351299,spaniel,0.3471451699733734,0.3663472831249237
layer4,1103,0.2875994942975508,0.7605191,citrus,0.6180993,aquatic mammal,0.6170524,cartilaginous fish,0.24527626,fish,0.2901048362255096,0.3437299132347107
layer4,1104,0.3027817117208918,2.8236547,maypole,2.1004107,stupa,1.8647118,flatworm,1.6376857,carousel,0.4401424527168274,0.3215269446372986
layer4,1105,0.3768041724943978,1.1345724,fox,0.6512498,geological formation,0.44258627,bird,0.19012246,vertebrate,0.4009444117546081,0.3461216688156128
layer4,1106,0.5474606057606735,1.4430765,fruit,1.2278689,food,0.66461426,solid,0.4866007,matter,0.8651462197303772,0.5513048768043518
layer4,1107,0.3190923506221118,1.8115804,sea lion,1.2607592,block plane,1.0633769,great ape,0.94103605,boa,0.3698543906211853,0.27821290493011475
layer4,1108,0.3313483642028595,3.7117944,broccoli,3.0178492,rapeseed,2.840889,cauliflower,1.2231079,cruciferous vegetable,0.5663400292396545,0.48099032044410706
layer4,1109,0.3310714390229091,2.7619884,horse chestnut seed,2.1719205,rose hip,1.893999,fly,1.8599116,traffic light,0.4569594860076904,0.2493414431810379
layer4,1110,0.4315809039192937,2.7712088,heavier-than-air craft,2.6138237,airplane wing,0.93663055,fox,0.37191767,primate,0.4252751171588897,0.33746013045310974
layer4,1111,0.3370385868043818,2.762841,military hat (bearskin or shako),0.6225955,wheeled vehicle,0.59435666,structure,0.5290582,conveyance,0.7746606469154358,0.24828790128231049
layer4,1112,0.2836025095838687,0.99439454,barometer,0.77952826,hermit crab,0.62600005,slot machine,0.4646128,mollusk,0.2489946335554123,0.2037530541419983
layer4,1113,0.35912005294051,1.5230834,Dalmatian,1.0566266,bullterrier,0.30426618,hunting dog,0.19955745,mammal,0.3191312849521637,0.33451732993125916
layer4,1114,0.2792138425793141,2.1632893,marimba,1.4078437,homopterous insect,0.3259699,bird,0.23095694,structure,0.406436562538147,0.2681345045566559
layer4,1115,0.226548505445497,1.7353612,pirate ship,1.3660198,stage,1.1334171,locomotive,0.41022116,musical instrument,0.4661556482315063,0.2468605637550354
layer4,1116,0.2811370121119781,1.8162206,gossamer-winged butterfly,1.4569967,ray,1.3778676,turtle,1.2247553,phasianid,0.5178115367889404,0.22550475597381592
layer4,1117,0.3059897163894391,1.6516591,shoe,0.90637296,fungus,0.36246985,invertebrate,0.3501742,canine,0.5953981280326843,0.29612401127815247
layer4,1118,0.3974506652703421,2.28249,dam,1.8864279,geological formation,0.7520369,even-toed ungulate,0.6012299,conveyance,0.6003796458244324,0.2847849726676941
layer4,1119,0.308790270099412,2.4386668,radiator,2.2031991,picket fence,1.1272241,blind,0.18340789,artifact,0.3894549608230591,0.3065214455127716
layer4,1120,0.4358772034730886,1.2232702,elephant,0.6611337,retriever,0.6066434,bird,0.40743375,dog,0.3552371859550476,0.4153749942779541
layer4,1121,0.3562261275031818,2.508,drilling rig,2.2820816,radio telescope,2.0777824,construction crane,0.5174913,insect,0.4989193081855774,0.3661458194255829
layer4,1122,0.3138082328051296,2.5428405,goldfish,2.418449,platypus,0.64967144,aquatic bird,0.37165338,vessel,0.5370984077453613,0.2802629768848419
layer4,1123,0.3693372891976868,0.5671891,nutriment,0.49138537,substance,0.41649342,hound,0.2861525,invertebrate,0.377348244190216,0.1602383852005005
layer4,1124,0.4250031851126979,2.8987076,red wine,2.2902527,glass,1.4946418,wine bottle,1.2404379,bottle,0.467923104763031,0.40777045488357544
layer4,1125,0.3675936211848426,1.2261388,pelican,0.9669645,shoe,0.58049256,lizard,0.28515264,reptile,0.333436518907547,0.30207931995391846
layer4,1126,0.3670787887497328,2.8258846,Granny Smith apple,2.3062062,smooth green snake,1.7306126,cruciferous vegetable,0.70202905,insect,0.5467084050178528,0.3953281342983246
layer4,1127,0.4188904127035974,3.1060236,potter's wheel,2.7523375,photocopier,2.7072916,half-track,2.692043,tank,0.5048823356628418,0.3354080319404602
layer4,1128,0.2242074987655676,1.7310753,porcupine,1.5163534,sea urchin,1.0717738,echidna,0.6232863,fox,0.3448031842708587,0.29819563031196594
layer4,1129,0.2997268944846095,1.7757927,soccer ball,1.6273664,pedestal,1.4192814,turtle,0.6199493,primate,0.4320319592952728,0.3031937777996063
layer4,1130,0.2867282454653718,2.0348816,slot machine,1.0735855,amphibian,0.71487296,nutriment,0.4916209,invertebrate,0.4880783557891845,0.24898096919059753
layer4,1131,0.4948891417506093,1.0701778,insect,0.9283433,oscine,0.60015154,bird,0.50708157,organism,0.6034942865371704,0.41714978218078613
layer4,1132,0.3321795731478089,2.805852,dining table,1.1098883,substance,0.73376894,dish,0.10636048,domestic animal,0.6119351983070374,0.213151752948761
layer4,1133,0.418464218961746,2.6286774,photocopier,2.0441754,split-rail fence,0.8588441,crab,0.15881614,artifact,0.3867640197277069,0.31850922107696533
layer4,1134,0.2596018256493093,2.6613364,hoop skirt,2.1803374,overskirt,2.055471,maypole,0.5383586,primate,0.5353944897651672,0.2860778272151947
layer4,1135,0.3434868722561413,1.3428239,opener,0.16863391,device,0.13688785,artifact,0.056847513,instrumentality,0.316938042640686,0.20043273270130157
layer4,1136,0.3717922931295558,2.166624,rotisserie,1.3757734,turtle,0.8985824,crustacean,0.26064423,vessel,0.3823123276233673,0.3777160346508026
layer4,1137,0.3466369609965761,0.97209424,food fish,0.9265026,shorebird,0.6465358,ganoid,0.43355387,fish,0.330626904964447,0.25676947832107544
layer4,1138,0.3143962904431527,1.9059973,flatworm,1.2147877,spiny-finned fish,0.4198682,substance,0.3468182,invertebrate,0.4274045825004577,0.3202762305736542
layer4,1139,0.4076537691517911,2.56157,brass,2.05071,nematode,1.605631,construction crane,0.61436003,wading bird,0.3780047297477722,0.37460288405418396
layer4,1140,0.3491704787621894,2.3321362,apiary,0.84963757,toiletry,0.6109671,bottle,0.13921942,artifact,0.358695238828659,0.21199724078178406
layer4,1141,0.3795953708847051,1.8581914,Mexican hairless dog (xoloitzcuintli),1.6341269,mask,1.3348055,breathing device,0.65623105,ungulate,0.3271250128746032,0.3437637686729431
layer4,1142,0.2157822805949264,1.6599573,ocarina,1.5304352,plectrum,1.2638537,shoe,0.41722575,musical instrument,0.4597606956958771,0.26607397198677063
layer4,1143,0.4691734210712394,1.2614422,ball,0.45634493,bird,0.4547476,insect,0.40537402,organism,0.5099077820777893,0.3094211518764496
layer4,1144,0.3024237849837009,2.5857043,fountain pen,2.494827,lipstick,2.4536211,tool kit,0.57623345,implement,0.4784084856510162,0.3317949175834656
layer4,1145,0.4517938055624962,2.0429137,horse chestnut seed,1.4614552,camera,1.1304227,sporting dog,0.7333163,spaniel,0.4537537693977356,0.36136528849601746
layer4,1146,0.2733557612629253,0.9325793,amphibious vehicle,0.30229533,wind instrument,0.22500527,conveyance,0.10830931,instrumentality,0.3107128441333771,0.14830613136291504
layer4,1147,0.3340283635136249,2.2612362,Siamese cat,1.7706475,wooden spoon,1.7483275,block plane,0.3704387,bird,0.4194357693195343,0.25299331545829773
layer4,1148,0.3644369817445887,2.0713787,refrigerator,1.3788967,place of business,0.22203915,matter,0.20987545,food,0.4840032756328583,0.19632914662361145
layer4,1149,0.3027031818955267,1.5558895,window shade,1.3921641,window screen,0.7147757,screen,0.13525175,artifact,0.39537313580513,0.2751030921936035
layer4,1150,0.2762250702579572,2.4165406,skunk,2.0850518,chickadee,2.0220304,badger,1.6477981,lock,0.4513505101203918,0.30656373500823975
layer4,1151,0.5774869812247985,1.565093,hen,1.3877087,camera,1.0743853,bird,0.66172725,game bird,0.4136337339878082,0.49951818585395813
layer4,1152,0.2288578268461519,1.0657933,plectrum,0.825517,ambulance,0.7684662,crash helmet,0.11195819,artifact,0.2526037096977234,0.20463848114013672
layer4,1153,0.3133286385589641,2.0044553,unicycle,1.2458715,gymnastic apparatus,1.1181363,antelope,0.6561783,tool,0.4688507318496704,0.25116202235221863
layer4,1154,0.3113876619459121,1.7866273,swimsuit,1.1633354,toiletry,1.0700494,gymnastic apparatus,0.8288578,fox,0.4940730631351471,0.26012954115867615
layer4,1155,0.2326393190687032,1.5158846,oil filter,0.6031451,bony fish,0.2735474,implement,0.16728634,container,0.4414185285568237,0.14491713047027588
layer4,1156,0.2273819183694249,2.5890625,container ship,1.746695,scoreboard,0.5224427,electronic equipment,0.48618773,snake,0.3887425065040588,0.2934195101261139
layer4,1157,0.2492107823717822,1.7926065,solar thermal collector,1.3552604,Weimaraner,0.48899612,musteline mammal,0.116575,mammal,0.4257506132125854,0.21539388597011566
layer4,1158,0.3748577025898563,1.9602686,snail,1.2627077,game bird,1.191504,turtle,0.96190023,mollusk,0.4805338084697723,0.36613786220550537
layer4,1159,0.2249202919145383,1.2918128,oystercatcher,0.9617833,stork,0.91618717,traffic or street sign,0.80490786,communication,0.3443100750446319,0.21333244442939758
layer4,1160,0.2868431033497646,3.4950705,apiary,2.3495643,rain barrel,2.0638444,potter's wheel,0.52891517,tool,0.5180284380912781,0.28717273473739624
layer4,1161,0.2296786775400237,1.5283068,hourglass,1.4926066,four-poster bed,1.3899165,guillotine,1.3233134,woodwind,0.4163379371166229,0.2573871612548828
layer4,1162,0.3355372892899655,0.71056366,utensil,0.44736257,even-toed ungulate,0.3854617,terrier,0.27452308,dog,0.3631173968315124,0.2938874363899231
layer4,1163,0.2398518447679454,0.85631055,hen of the woods mushroom,0.6919266,pan,0.54116005,cruciferous vegetable,0.30672756,solid,0.3477667272090912,0.23300164937973022
layer4,1164,0.3207075953200858,1.4439611,trifle,0.44999,musical instrument,0.4011171,substance,0.35962665,implement,0.3855890333652496,0.24891875684261322
layer4,1165,0.2280595337689037,2.65229,harp,2.039223,cocktail shaker,1.7604309,balloon,1.3740857,glass,0.5294772982597351,0.2309531718492508
layer4,1166,0.3875380519001254,2.008803,screw,0.5228357,invertebrate,0.4462677,fruit,0.30290785,matter,0.4202654063701629,0.32950350642204285
layer4,1167,0.4101963123352773,1.4776808,odonate,1.1394749,snake,0.80976814,wolf,0.68708813,bovid,0.4107550084590912,0.4210384488105774
layer4,1168,0.2671706918216004,0.9985908,cruciferous vegetable,0.6088659,furniture,0.4752527,lizard,0.09588362,furnishing,0.4791714251041412,0.20555248856544495
layer4,1169,0.1978278124935817,0.1861145,glass,0.11554379,beverage,0.04777676,domestic animal,0.036102045,bird,0.2460552453994751,0.11035003513097763
layer4,1170,0.1960868777379135,1.9643291,kimono,1.7143385,bobsleigh,1.3521433,carousel,0.8995922,helmet,0.4408398866653442,0.252687007188797
layer4,1171,0.3185112304385669,1.9596632,gown,1.8702178,hoop skirt,1.319503,bridegroom,0.9238408,leporid,0.3254795670509338,0.3030795454978943
layer4,1172,0.2197043752653826,1.6621829,disc brake,1.5863174,Affenpinscher,1.3171206,camera,0.692637,electronic equipment,0.4634908139705658,0.28914952278137207
layer4,1173,0.1864797686896804,1.1742158,zebra,0.907562,basket,0.56600004,bag,0.101094835,container,0.4625650942325592,0.1804427206516266
layer4,1174,0.3207599616264109,0.80567384,fungus,0.46846825,food,0.3954585,canine,0.39241683,foodstuff,0.4777196049690246,0.23158226907253265
layer4,1175,0.4031710211338929,2.295919,trifle,1.6387035,shipwreck,1.1740475,amphibious vehicle,0.38734207,container,0.3535737991333008,0.30061420798301697
layer4,1176,0.4166732906215936,1.1525879,keyboard instrument,0.59174085,aquatic bird,0.5230394,musical instrument,0.15354708,artifact,0.2925602793693542,0.31669798493385315
layer4,1177,0.3042322228924728,2.1584349,bicycle,1.51642,unicycle,0.7825092,spitz,0.5949248,snake,0.4509056210517883,0.28168976306915283
layer4,1178,0.4063690359015601,0.992714,amphibian,0.7601577,fungus,0.7516502,reptile,0.44302526,arthropod,0.4252999424934387,0.4190638065338135
layer4,1179,0.4705891514956686,1.8542346,crocodilian reptile,1.3879476,primate,0.40760335,vertebrate,0.08318216,organism,0.5289241075515747,0.40432092547416687
layer4,1180,0.3163038999845516,1.7176008,steel drum,0.8006474,musical instrument,0.6333259,wading bird,0.13829258,device,0.475393533706665,0.35853520035743713
layer4,1181,0.3684328949809166,1.5905852,chain mail,0.9251991,necklace,0.75119007,woodwind,0.22821313,hunting dog,0.2827948927879333,0.28870078921318054
layer4,1182,0.222339023899769,1.3462085,baby bib,0.19135861,hunting dog,0.16895984,covering,0.15359688,container,0.3953985273838043,0.1482992023229599
layer4,1183,0.2377363690343044,1.4186405,sleeping bag,1.412638,african grey parrot,1.335733,cowboy boot,0.15958011,bird,0.3468495607376098,0.25406721234321594
layer4,1184,0.2256020202583045,1.5137916,milk can,1.3559978,potter's wheel,0.89524347,poodle,0.33578014,terrier,0.3770177960395813,0.2834749221801758
layer4,1185,0.1950829906482748,3.8787644,cardoon,2.3648195,artichoke,1.2278166,toiletry,1.1964105,butterfly,0.6519777178764343,0.28353744745254517
layer4,1186,0.266939778031992,1.8508058,hourglass,1.6209799,bra,0.9404105,shoe,0.63318247,footwear,0.4306855201721191,0.2549157440662384
layer4,1187,0.3554231176382534,2.3123448,filing cabinet,1.6569433,photocopier,0.7088861,box,0.114124976,container,0.4034600555896759,0.27251070737838745
layer4,1188,0.2409559921295851,1.4704198,parking meter,1.4059166,patio,0.6655214,barrier,0.42723164,wheeled vehicle,0.4584523737430572,0.24495713412761688
layer4,1189,0.4246121034657201,3.8488503,rapeseed,1.607629,geological formation,1.1843029,conveyance,1.0278579,structure,0.7446163296699524,0.16177824139595032
layer4,1190,0.3098849669612962,3.5031478,brass memorial plaque,3.0657074,menu,1.6341783,crossword,0.5415857,musical instrument,0.4938847124576568,0.31002458930015564
layer4,1191,0.2989308870671252,1.5291585,ocarina,0.8551777,rodent,0.55348045,measuring instrument,0.1974662,mammal,0.4497665166854858,0.22543424367904663
layer4,1192,0.3557216554705758,1.876842,greyhound,1.2191085,firearm,1.2061244,woodwind,0.7647073,musical instrument,0.4443309009075165,0.3985666334629059
layer4,1193,0.3135398798251519,1.5263809,mitten,0.95180666,footwear,0.37258932,solid,0.19351202,domestic animal,0.3968787491321563,0.2514881193637848
layer4,1194,0.4222440845752901,1.3707691,parrot,1.0543082,lizard,0.52727306,primate,0.10330311,vertebrate,0.3142071962356567,0.43041327595710754
layer4,1195,0.315953034665745,1.9792382,cardoon,1.3403276,piano,0.9071708,keyboard instrument,0.29181826,bird,0.4240407049655914,0.36079472303390503
layer4,1196,0.3443421820780007,1.8170213,geological formation,0.7182593,structure,0.54958737,wheeled vehicle,0.5138228,conveyance,0.764946460723877,0.22404761612415314
layer4,1197,0.2178204275491197,1.8113978,vestment,1.756302,necklace,1.3981946,puzzle,0.32795113,covering,0.52728271484375,0.2285575270652771
layer4,1198,0.3210260194304984,2.177644,bald eagle,1.3939558,procyonid,0.5921635,musical instrument,0.3379087,clothing,0.5693448185920715,0.1420634537935257
layer4,1199,0.2669420542734719,3.1094213,mosquito net,1.9632081,fountain,1.6968201,geyser,0.8593098,bear,0.4913325309753418,0.3020283877849579
layer4,1200,0.2639171373677493,1.587663,ostrich,1.5527228,maraca,1.302677,residence,1.2469013,antelope,0.4866666495800018,0.24995951354503632
layer4,1201,0.3736186589230804,2.1942947,minibus,2.1482651,radiator grille,1.384447,poodle,0.90423447,motor vehicle,0.4437099099159241,0.28910329937934875
layer4,1202,0.3012674879766031,1.3299828,frog,0.95032966,bird of prey,0.9473656,lizard,0.3791973,bird,0.4596962928771972,0.2707940936088562
layer4,1203,0.3073797213870782,1.5488677,baby bib,1.1735017,baby bed,0.53535455,sporting dog,0.093628615,artifact,0.3067034482955932,0.33112049102783203
layer4,1204,0.3452990898885468,1.4587284,ambulance,1.1455848,bus,0.26463404,hunting dog,0.14847195,canine,0.3413568139076233,0.3318634033203125
layer4,1205,0.2662634534488225,0.9225747,belgian sheepdog,0.54517776,rodent,0.2810562,terrier,0.14184931,mammal,0.3667007386684418,0.2697598338127136
layer4,1206,0.2150263416595877,2.1747608,cowboy boot,2.086171,military uniform,1.8375705,trench coat,1.4716016,hourglass,0.4411257207393646,0.3197271525859833
layer4,1207,0.4556164978906692,1.7312795,primate,1.4032948,public transport,0.738873,wheeled vehicle,0.16804732,monkey,0.5504123568534851,0.39924073219299316
layer4,1208,0.164045115164747,1.6020926,front curtain,1.2204666,freight car,1.123552,sandwich,1.0643859,sea cucumber,0.4336900115013122,0.18892724812030792
layer4,1209,0.2337017438889375,2.3589027,chambered nautilus,1.9282597,shower cap,1.7188444,tiger,0.8219021,feline,0.4398709833621979,0.3086940348148346
layer4,1210,0.2722386262750055,2.7415845,couch,2.5045855,quilt,1.8492912,four-poster bed,0.32930288,furnishing,0.5228354334831238,0.32648107409477234
layer4,1211,0.2610365107974515,1.797278,three-toed sloth,1.7040073,Keeshond,0.9810454,aquatic mammal,0.88407844,ape,0.3893658816814422,0.2891138792037964
layer4,1212,0.3335027321141622,1.9535407,bell tower,1.2570002,measuring instrument,1.0253826,wolf,0.12558115,artifact,0.432927519083023,0.26261189579963684
layer4,1213,0.2273697439368637,0.6300654,oscine,0.5736484,insect,0.3666674,primate,0.24615735,matter,0.5674002766609192,0.20743390917778015
layer4,1214,0.4310900109526571,1.688565,lionfish,1.0906137,stringed instrument,0.9492818,bowed stringed instrument,0.27560174,invertebrate,0.3047618865966797,0.3963981568813324
layer4,1215,0.3173213430913097,3.2300858,menu,3.0583684,website,2.6321278,crossword,2.2908795,dust jacket,0.5529654622077942,0.2880061864852905
layer4,1216,0.2376778995806282,1.2457643,handkerchief,1.2165164,shipwreck,0.15029393,device,0.10678018,artifact,0.4384303987026214,0.1164395809173584
layer4,1217,0.2958557119471164,2.130108,picket fence,1.5314306,cardoon,1.4311197,split-rail fence,1.2797856,teapot,0.3917553722858429,0.3490416407585144
layer4,1218,0.2422691424331317,2.1133351,gong,1.43334,barometer,1.4039296,Komondor,0.4282384,percussion instrument,0.3604135513305664,0.30199944972991943
layer4,1219,0.4398906318870202,2.6509557,communication,1.4402373,conveyance,0.4608508,self-propelled vehicle,-0.6192633,vehicle,0.5178631544113159,0.07596518844366074
layer4,1220,0.2849214129978346,1.4068798,yurt,0.64415103,turtle,0.62316203,fungus,0.2924866,arthropod,0.3475557863712311,0.2933269739151001
layer4,1221,0.4821773937105565,1.1637547,tusker,0.92131156,elephant,0.4640921,hound,0.13060096,animal,0.1927129030227661,0.39024901390075684
layer4,1222,0.2440249734441592,0.2607229,domestic animal,0.23759706,musical instrument,0.13249546,covering,0.108969025,artifact,0.3435579538345337,0.09459391981363297
layer4,1223,0.3519776747470914,4.0335083,geyser,2.7328503,fountain,2.5741775,spindle,2.1953266,Angora rabbit,0.4860025942325592,0.35635700821876526
layer4,1224,0.1827854136253304,1.2643808,kimono,1.1260197,apron,0.5935215,bag,0.3411045,sporting dog,0.408073216676712,0.24231043457984924
layer4,1225,0.2803616580367432,2.030805,citrus,1.7842642,Vizsla,1.4591889,squash,0.78487873,winter squash,0.4676918387413025,0.2815847098827362
layer4,1226,0.2626156827754467,2.469944,chocolate syrup,1.9748476,horse chestnut seed,1.7547665,Irish Setter,0.8461039,bottle,0.5092006921768188,0.25698599219322205
layer4,1227,0.3694369053111402,1.8639193,sleeping bag,1.6479306,paddle,0.26919687,dog,0.17099632,domestic animal,0.4239327609539032,0.32697972655296326
layer4,1228,0.3882330805175015,2.3104165,fountain,1.0798777,crocodilian reptile,0.97137296,craft,0.47918478,aquatic bird,0.4644485414028168,0.23597796261310577
layer4,1229,0.2942548768192552,2.8223653,abacus,2.0431993,keyboard,1.4608922,bridge,0.32527652,structure,0.5139133930206299,0.35692015290260315
layer4,1230,0.3359872799546936,4.0952725,jigsaw puzzle,2.1909218,comic book,1.1332631,dust jacket,0.3558898,geological formation,0.4459187984466553,0.2810421586036682
layer4,1231,0.4425637618082714,2.1291382,farm machine,1.9846073,viverrine,1.3001949,self-propelled vehicle,0.19119594,wheeled vehicle,0.6074314117431641,0.2756781578063965
layer4,1232,0.2692878410073386,2.0683346,ladybug,2.065693,Beagle,1.9775785,cheetah,0.828936,big cat,0.4624470174312591,0.3347741365432739
layer4,1233,0.3582877084483006,2.4834788,ambulance,1.4852893,soccer ball,0.1626634,placental,0.108157486,mammal,0.3116407096385956,0.260089635848999
layer4,1234,0.3011225844508039,3.354249,baseball player,3.196114,basketball,0.34318098,dog,-0.02638024,domestic animal,0.6161531209945679,0.28782418370246887
layer4,1235,0.3733057482082324,2.4723122,poncho,2.0871649,robe,1.9290632,cloak,1.872783,gown,0.4808580875396728,0.4086844325065613
layer4,1236,0.4774585675936439,1.1137197,reptile,0.54170734,arthropod,0.23284957,organism,0.100468434,animal,0.5418254733085632,0.4416479468345642
layer4,1237,0.2314897130156845,2.3346236,hard disk drive,1.5978701,banjo,1.5636957,barometer,0.60406744,measuring instrument,0.5100806355476379,0.24029812216758728
layer4,1238,0.2801130440110114,2.0475683,gong,1.9613374,potter's wheel,1.8523562,turtle,1.6187958,rotary dial telephone,0.443145215511322,0.32805269956588745
layer4,1239,0.4302020135843941,2.201974,marimba,1.6126648,firearm,0.94867116,keyboard instrument,0.7655955,musical instrument,0.3722249269485473,0.49840837717056274
layer4,1240,0.4236447642508503,1.3664967,greyhound,0.8977075,schnauzer,0.53072983,primate,0.43429568,hunting dog,0.3550976812839508,0.45094576478004456
layer4,1241,0.3126877712882189,1.6528534,pug,1.6517568,brussels griffon,1.4497756,Bullmastiff,1.0507237,lizard,0.3434256315231323,0.41435784101486206
layer4,1242,0.3384070783159103,1.4071852,Giant Schnauzer,0.4703329,dog,0.11733002,mammal,-0.094461106,domestic animal,0.5230238437652588,0.35316768288612366
layer4,1243,0.4491927194921314,1.7268535,gymnastic apparatus,1.45229,lizard,1.1412771,amphibian,0.71657395,clothing,0.5087916851043701,0.31082576513290405
layer4,1244,0.4517590013660181,2.1621027,piano,1.7484362,black grouse,0.86419964,bird of prey,0.50885665,bird,0.3842447102069855,0.36784398555755615
layer4,1245,0.3975679143534893,1.515061,boat,1.2111881,lizard,1.1673166,geological formation,1.0108857,fish,0.5501483678817749,0.4331042170524597
layer4,1246,0.3116203573606969,0.9059518,ship,0.65166384,fruit,0.20757522,dog,0.11103268,canine,0.4639453887939453,0.32656657695770264
layer4,1247,0.298883804096604,1.3333113,odonate,0.6636605,shoe,0.4063155,footwear,0.34126243,arthropod,0.3687934875488281,0.29860082268714905
layer4,1248,0.3910939178666727,2.151638,washing machine,1.9206525,safe,0.9449245,electronic equipment,0.2582953,carnivore,0.4318283796310425,0.2722634971141815
layer4,1249,0.3827126987353912,2.5593667,king penguin,2.161632,Mexican hairless dog (xoloitzcuintli),1.9937521,squash,1.0217397,winter squash,0.437725305557251,0.43198731541633606
layer4,1250,0.3982294304075924,2.1166635,lab coat,0.28793702,clothing,0.23654014,hunting dog,0.2136267,canine,0.330385684967041,0.32955870032310486
layer4,1251,0.378945647392474,1.7955778,stage,0.6584813,furnishing,0.43906525,structure,0.2630331,artifact,0.391132652759552,0.3083398640155792
layer4,1252,0.2336619908962117,2.3955545,manhole cover,1.7630295,slot machine,1.6531208,shield,0.616193,game,0.4891357719898224,0.2569495737552643
layer4,1253,0.3593891465015046,3.960113,picket fence,1.9429922,radiator,0.90563744,fungus,0.626038,vegetable,0.4643459320068359,0.32406097650527954
layer4,1254,0.3393379283679076,0.60790384,motor vehicle,0.27173838,container,0.13707455,instrumentality,0.11864926,self-propelled vehicle,0.5446804761886597,0.2521612346172333
layer4,1255,0.1313394475280649,1.4637111,guillotine,1.1502641,sawmill,1.0852728,jackfruit,0.3740765,establishment,0.45997354388237,0.16781596839427948
layer4,1256,0.2788052110661727,1.6848543,barrel,1.3324062,balloon,1.0350345,reservoir,0.15879051,artifact,0.3481985330581665,0.21085162460803986
layer4,1257,0.3171780138744575,2.5484843,maypole,2.2271852,cart,0.62595886,ungulate,0.46534678,musical instrument,0.4980235397815704,0.25004813075065613
layer4,1258,0.3288669503000309,3.1927598,freight car,1.0527041,fox,0.16127054,container,0.108686216,artifact,0.3650497496128082,0.29802849888801575
layer4,1259,0.3397463670369607,1.4841485,fungus,1.2877967,bicycle,0.5025763,primate,0.14251009,organism,0.4622847139835357,0.3028186857700348
layer4,1260,0.2003185396219771,2.0976295,mosquito net,1.9895047,bubble,1.7066667,Petri dish,0.26801136,reptile,0.4064997136592865,0.30142128467559814
layer4,1261,0.2263298385336512,0.73180443,necklace,0.21687713,domestic cat,0.18787064,bottle,0.083538935,instrumentality,0.4187378585338592,0.15905234217643738
layer4,1262,0.3310037325661838,2.6436563,high-speed train,2.0288374,sawmill,0.44712102,structure,0.3722372,conveyance,0.4530703425407409,0.2740725874900818
layer4,1263,0.3212857774792985,1.3784834,turtle,1.0317779,crocodilian reptile,0.6184818,big cat,0.36040953,terrier,0.4008617103099823,0.31674057245254517
layer4,1264,0.317515592562806,1.6446685,nematode,1.3849447,odonate,0.65848476,butterfly,0.33492148,consumer goods,0.3836864829063415,0.23223356902599335
