layer,unit,val correlation,weight0,concept0,weight1,concept1,weight2,concept2,weight3,concept3,weight4,concept4,bias,sim correlation
layer4,897,0.2013057479550761,0.94978863,bighorn sheep,0.6938446,shoe,0.42105824,brass,0.30358303,wind instrument,0.061372265,artifact,0.3385660946369171,0.20519430935382843
layer4,898,0.5643583418918285,3.5058842,flower,1.6241839,insect,1.0642194,fruit,0.50491637,invertebrate,0.16036968,arthropod,0.6696202754974365,0.5462554097175598
layer4,899,0.3469738478327563,1.5276613,military hat (bearskin or shako),0.55865115,ball,0.43869725,wheeled vehicle,0.3728888,dog,0.23662457,structure,0.4120326638221741,0.2723467946052551
layer4,900,0.2739327514423333,1.0621966,graduation cap,0.9653307,motorboat,0.8617261,gown,0.65411824,robe,0.3901948,bag,0.2832246124744415,0.22352975606918335
layer4,901,0.3687033769035356,2.1436465,Gordon Setter,1.8729324,Tibetan Mastiff,1.8125985,Black and Tan Coonhound,1.7918116,sennenhunde,0.15774387,vertebrate,0.3576867878437042,0.35450419783592224
layer4,902,0.3422017690897326,1.8807526,T-shirt,0.9896872,toy dog,0.6168419,new world monkey,0.57024384,primate,0.21704234,artifact,0.418544739484787,0.2653162181377411
layer4,903,0.3184917484177579,1.3663784,West Highland White Terrier,1.3446406,bobsleigh,1.3338846,Samoyed,0.19526003,implement,0.12640186,instrumentality,0.3318922221660614,0.25190117955207825
layer4,904,0.2555277973350959,2.0778792,yurt,1.6458939,kimono,0.33105132,furnishing,0.25510964,covering,0.06592156,artifact,0.3619168400764465,0.2687361538410187
layer4,905,0.35893446290222,1.5657707,stinkhorn mushroom,0.9325444,waterfowl,0.79652,fungus,0.39735577,implement,0.29967007,bird,0.3856398165225982,0.2826959192752838
layer4,906,0.4471593306572848,2.8224728,nematode,0.78570867,brass,0.75073165,fish,0.3065501,reptile,0.23875603,invertebrate,0.3038642108440399,0.3996564447879791
layer4,907,0.236471658462126,2.520513,hockey puck,2.4765656,go-kart,2.1330829,basketball,1.7812399,potter's wheel,0.47080377,aquatic bird,0.5617557168006897,0.2935886085033417
layer4,908,0.3843050873146904,2.1807938,barber chair,1.4870094,scorpion,1.1924196,crab,1.0649534,orthopterous insect,0.22256395,arthropod,0.4223550260066986,0.3730872869491577
layer4,909,0.4156519570112808,2.6126337,quilt,2.433323,couch,2.376325,pillow,0.6219389,motor vehicle,0.530237,self-propelled vehicle,0.4715110659599304,0.365034818649292
layer4,910,0.4602190732173723,2.0530148,through arch bridge,1.8953298,remote control,1.684641,turtle,1.6686565,monarch butterfly,0.7860154,car,0.4265093207359314,0.33702510595321655
layer4,911,0.5137981942342816,2.328639,daisy,1.9318783,ostrich,0.612526,arthropod,0.5515186,insect,0.13779376,invertebrate,0.4238364696502685,0.38111668825149536
layer4,912,0.3712657427322919,1.8567485,rapeseed,1.1781157,bear,0.6490135,insect,0.6342611,primate,0.33245644,bird,0.4936066269874573,0.3789554834365845
layer4,913,0.3524653342790716,2.6732337,mosquito net,1.6495382,baby bed,1.1464945,four-poster bed,0.41309398,part,0.29889682,substance,0.4260094165802002,0.3026314079761505
layer4,914,0.3361544752171989,1.2873795,worm,1.206056,car mirror,0.6100121,musteline mammal,0.51252663,footwear,0.5082772,rodent,0.3516919612884521,0.24424047768115997
layer4,915,0.3846486024743065,1.7495558,tusker,1.7479564,elephant,1.5355803,triceratops,0.8081516,roof,0.25659493,covering,0.4099270701408386,0.260681688785553
layer4,916,0.3567675610618758,3.0773432,planetarium,2.3526487,soccer ball,1.9985787,dome,1.5324969,turtle,0.74690396,beetle,0.4316465854644775,0.35366833209991455
layer4,917,0.3761063539966908,1.0174729,military vehicle,0.837894,fox,0.7773673,spitz,0.74198914,wolf,0.6978932,cartilaginous fish,0.3082052171230316,0.36365923285484314
layer4,918,0.2641878770257257,1.1214697,source of illumination,0.7429615,place of worship,0.566622,lamp,0.36789024,musical instrument,0.10131589,artifact,0.5308619141578674,0.34025076031684875
layer4,919,0.3329983312198593,2.1343195,espresso machine,1.5907245,Lhasa Apso,1.0889317,locomotive,0.6600025,toy dog,0.21796715,artifact,0.3468692004680633,0.26720404624938965
layer4,920,0.3354316207761231,1.4107696,dishwasher,1.1103368,shopping cart,0.9919437,brass,0.092383705,instrumentality,0.08261611,artifact,0.2618845403194427,0.24931609630584717
layer4,921,0.3700400413400964,2.1742404,Weimaraner,1.8087178,hippopotamus,1.0874103,pointer,0.71771175,monkey,0.616344,sporting dog,0.4012443125247955,0.3197043538093567
layer4,922,0.3381092184501346,2.9015226,chain mail,1.9456229,african grey parrot,1.0154995,food fish,0.88436735,digital computer,0.5998112,fish,0.4305969774723053,0.3072405159473419
layer4,923,0.40337839732552,1.3690865,necklace,0.5756804,primate,0.1130367,placental,0.11266096,vertebrate,0.039410517,mammal,0.392110526561737,0.3197198808193207
layer4,924,0.2490924420736354,2.9739544,espresso machine,2.0437338,cherimoya (custard apple),1.7126224,gong,1.3642414,bear,0.69577146,primate,0.5085776448249817,0.2817899286746979
layer4,925,0.4535464070661644,4.8268957,three-toed sloth,2.3759358,parrot,1.8916541,primate,1.3657122,new world monkey,0.21640399,monkey,0.7330226302146912,0.4421702027320862
layer4,926,0.2431921917765007,0.8051574,bird of prey,0.7171892,weapon,0.51944286,tool,0.3472367,reptile,0.24155226,implement,0.4386119544506073,0.2244381457567215
layer4,927,0.4624815998842148,2.2591236,Christmas stocking,1.3159633,fox,1.1390039,wolf,0.92137563,lizard,0.8466832,spitz,0.3502165973186493,0.4224298298358917
layer4,928,0.4130223713057746,2.1420107,solar thermal collector,1.9661838,radio telescope,0.5975177,bird,0.4117156,structure,0.39370376,conveyance,0.492476224899292,0.268340140581131
layer4,929,0.2073649120775202,2.1622689,clothes iron,2.009843,whistle,2.0066957,mosquito net,0.6883781,toy dog,0.17732847,instrumentality,0.4609986245632171,0.20981258153915405
layer4,930,0.3417903891829592,1.7422768,woodwind,1.2844378,cart,1.1915631,odonate,0.7355401,weapon,0.25433335,bird,0.4453919529914856,0.33801716566085815
layer4,931,0.366427949515889,2.794602,football helmet,2.376065,baseball player,2.0121896,croquet ball,0.7083727,game equipment,0.52162284,dog,0.591070294380188,0.3012818992137909
layer4,932,0.2590746082067058,1.7975633,Christmas stocking,1.4521677,hourglass,0.7990824,chair,0.7129741,bird of prey,0.11788015,artifact,0.4114641547203064,0.2464507818222046
layer4,933,0.2487160332870628,1.4465303,spider web,1.1670871,disc brake,1.0298808,radiator grille,1.0058508,cruciferous vegetable,0.9967484,car wheel,0.3541595637798309,0.25128042697906494
layer4,934,0.4009167105852899,1.9576678,Weimaraner,1.4376254,greyhound,1.248038,elephant,0.35680634,hunting dog,0.16331409,mammal,0.4225616157054901,0.4174927771091461
layer4,935,0.3619239707722257,1.8705363,pipe organ,1.8519081,Bouvier des Flandres dog,0.9022027,schnauzer,0.5430158,terrier,0.2641579,structure,0.3791375160217285,0.3961329460144043
layer4,936,0.3450997325226073,2.4887307,bustard,2.068562,lacewing,1.4337802,bottle,1.409054,game bird,1.3562473,soda bottle,0.4978748559951782,0.31419363617897034
layer4,937,0.3778003059084286,2.5000725,high-speed train,1.8234223,locomotive,0.37937596,conveyance,0.28461084,structure,0.14929415,artifact,0.3773296177387237,0.31383100152015686
layer4,938,0.3140173202812218,1.0695599,armor plate,0.38402474,consumer goods,0.26717305,container,0.09291007,artifact,-0.012386552,commodity,0.3487139046192169,0.1704173982143402
layer4,939,0.325263218338965,2.052421,zebra,1.4892802,pipe organ,1.1886274,forklift,0.1511648,structure,0.11216625,artifact,0.3108727931976318,0.2994662821292877
layer4,940,0.3359257271620987,2.5221934,skunk,2.2698543,Border Collie,2.1058233,English Springer Spaniel,1.7434202,lemur,0.93769556,snake,0.4207803010940552,0.3847825527191162
layer4,941,0.3211503901091109,0.9021124,unicycle,0.6809149,gymnastic apparatus,0.15219605,garment,0.1406989,clothing,0.08223452,covering,0.4007320404052734,0.17581512033939362
layer4,942,0.4242914598373596,1.5912256,domestic cat,0.6757866,furnishing,0.46867472,furniture,0.41067216,artifact,0.33223447,domestic animal,0.4196274876594543,0.30413204431533813
layer4,943,0.4071564326812265,2.3446338,tarantula,2.158724,skunk,1.6914154,lemur,0.36974007,primate,0.288871,mammal,0.3468545079231262,0.4165487289428711
layer4,944,0.3244144589072845,2.4089193,three-toed sloth,2.3669386,car mirror,2.1102643,indri,0.99253684,new world monkey,0.6625836,primate,0.6134606599807739,0.30996406078338623
layer4,945,0.28770129910115,3.9118774,Pickelhaube,2.1565719,nematode,0.9707971,keyboard instrument,0.31542355,musical instrument,0.2436387,artifact,0.6535616517066956,0.1449444741010666
layer4,946,0.3733868532251212,1.3699372,platypus,1.2761451,nematode,0.86135113,aquatic mammal,0.7393837,cartilaginous fish,0.562238,snake,0.2530136406421661,0.47637680172920227
layer4,947,0.3605561306440849,2.4859622,rugby ball,2.432051,military hat (bearskin or shako),2.4288614,ambulance,2.2479258,basketball,2.0206728,helmet,0.522129476070404,0.38848045468330383
layer4,948,0.4068602277574192,2.055571,American coot,1.9408594,potter's wheel,1.279454,waterfowl,0.8099761,aquatic bird,0.62787014,fish,0.5033444762229919,0.3462538719177246
layer4,949,0.4757075028170768,1.3393444,toiletry,1.2535126,lizard,1.1808269,big cat,0.57535636,diapsid,0.37868488,feline,0.4936864972114563,0.40105411410331726
layer4,950,0.3152791813943826,1.9433676,plant pot,1.4259162,flower,1.4002993,rapeseed,0.6456694,butterfly,0.35348994,insect,0.4146834313869476,0.37004613876342773
layer4,951,0.3410254440449618,2.7628098,bicycle,2.7211134,moped,2.4489548,unicycle,2.3259232,tarantula,2.222843,tricycle,0.5558620095252991,0.32807305455207825
layer4,952,0.3349349817468663,2.7215068,peafowl,2.4672594,cucumber,2.449119,smooth green snake,2.3179922,tiger beetle,2.0130773,chameleon,0.5688610672950745,0.39482787251472473
layer4,953,0.2964700232179809,2.5368886,sawmill,2.370745,crate,0.8601117,roof,0.43373775,furniture,0.3597417,structure,0.4852985739707947,0.258949339389801
layer4,954,0.3275178458232856,2.0156283,soccer ball,1.842719,T-shirt,1.696274,baby bib,1.4526094,birdhouse,1.3399003,breastplate,0.4029473662376404,0.3039565086364746
layer4,955,0.3459076990501668,1.4654808,yellow lady's slipper,1.1237464,gymnastic apparatus,0.4420122,wading bird,0.23498023,hunting dog,0.22408539,aquatic bird,0.3674341440200805,0.28878578543663025
layer4,956,0.3349386745542116,1.8683335,Basenji,1.6782383,Great Pyrenees dog,1.5627531,seabird,1.4268124,sled dog,1.4046873,corgi,0.4219372570514679,0.31669437885284424
layer4,957,0.3737574532317532,2.8870718,screw,1.9804175,weight,1.8364877,whistle,1.8263791,safe,0.6118076,lizard,0.3856992423534393,0.3262995183467865
layer4,958,0.3101625147416429,2.4072795,payphone,2.1361277,wardrobe,1.8499563,safe,0.20228659,covering,0.13374709,artifact,0.4266094267368316,0.33614280819892883
layer4,959,0.344728257899126,5.0060167,cliff dwelling,2.3137038,stone wall,0.90852803,musteline mammal,0.48465422,diapsid,0.4692287,snake,0.67646723985672,0.4125135540962219
layer4,960,0.3495251842920329,1.0430889,sailboat,0.778956,portable computer,0.548789,digital computer,0.37485912,motor vehicle,0.11587587,instrumentality,0.3777050077915191,0.20085936784744263
layer4,961,0.3526806355644772,2.2084672,chambered nautilus,1.807263,sandwich,1.6831273,acorn,0.8382138,decapod crustacean,0.76548076,crab,0.4872915148735046,0.320249080657959
layer4,962,0.2531458197063505,1.476292,remote control,1.281686,king penguin,1.274692,parking meter,0.9668686,telephone,0.64920413,sennenhunde,0.3640679121017456,0.23779648542404175
layer4,963,0.2535890052041668,1.024787,yurt,1.0148717,baby bed,0.38803813,monkey,0.35994396,percussion instrument,0.10186491,artifact,0.4002982378005981,0.23762531578540802
layer4,964,0.3713655551420596,1.7233305,odonate,1.4531193,gymnastic apparatus,0.5403236,fish,0.46462253,bony fish,0.3476748,bird,0.4546773433685303,0.33912065625190735
layer4,965,0.1758188557109406,1.3565708,cassette,1.265392,radio,1.2522413,slide rule,1.1878597,cassette player,0.29279312,ungulate,0.3576106131076813,0.26007968187332153
layer4,966,0.5299650072505941,1.8806424,china cabinet,1.7233844,snake,1.134179,Indian cobra,0.9599525,boa,0.93428355,viper,0.4570197463035583,0.5383593440055847
layer4,967,0.2321506336590739,1.5668365,vacuum cleaner,1.4398905,gas mask or respirator,1.4281772,banjo,0.29405624,implement,0.21736354,device,0.4495304226875305,0.1821543574333191
layer4,968,0.2827670908423282,2.1089103,three-toed sloth,1.3571217,barn,1.2756157,safe,1.2237349,mosquito net,1.1426731,cleaning implement,0.3595269918441772,0.2878945767879486
layer4,969,0.3202804848741906,1.6504624,birdhouse,1.4669955,marimba,1.2346069,hat,0.9001137,turtle,0.15546957,artifact,0.4432457387447357,0.23002462089061737
layer4,970,0.3176531472178808,2.3338304,schooner,2.1320868,yurt,1.9109981,sulphur-crested cockatoo,1.8516984,apiary,0.1144448,artifact,0.4264643788337707,0.320597767829895
layer4,971,0.4028764415618616,1.8629283,amphibious vehicle,1.8285992,desk,1.7177867,acorn,1.6854067,military vehicle,1.0776659,weapon,0.4398783147335052,0.3646486699581146
layer4,972,0.5683718934749132,3.517195,gymnastic apparatus,2.8214357,basketball,2.101293,volleyball,1.9376177,ping-pong ball,0.40720943,sports equipment,0.4762201011180877,0.46066901087760925
layer4,973,0.2776372731329576,1.6182623,bra,1.5722597,tights,1.0832052,swimsuit,0.39451042,furniture,0.108847186,artifact,0.354762315750122,0.26579323410987854
layer4,974,0.3837993240490244,3.2824006,daisy,2.3975842,rapeseed,1.7059178,bee,0.95968693,butterfly,0.513699,bird,0.3760232329368591,0.2623338997364044
layer4,975,0.2621531581277684,1.0957485,electronic device,0.86324495,digital computer,0.8244858,sennenhunde,0.20613529,food,0.16792743,matter,0.4335004389286041,0.25073593854904175
layer4,976,0.2097638634663683,0.51317185,weight,0.43161985,bicycle,0.16413589,aquatic bird,0.16211233,wheeled vehicle,0.054152098,instrumentality,0.2529269456863403,0.12336459755897522
layer4,977,0.3621277165387403,1.8140552,necklace,1.7654172,shoe store,1.7554575,hen,1.2377821,footwear,0.4949133,terrier,0.460767537355423,0.3324583172798157
layer4,978,0.2506869811708321,1.1941962,Polaroid camera,1.0793052,lesser ape,0.90218335,camera,0.58646536,electronic equipment,0.18167041,device,0.4124448001384735,0.23092536628246307
layer4,979,0.366676091189934,2.1805108,ping-pong ball,1.6690863,lipstick,1.2966223,joystick,0.72570765,retriever,0.5105987,ball,0.3836497664451599,0.34016117453575134
layer4,980,0.2930515760724202,2.466761,pencil case,2.112739,apron,1.3332945,piece of cloth,1.2554741,domestic cat,0.68626136,fabric,0.5518258810043335,0.31004613637924194
layer4,981,0.2838096814592248,2.4863472,bubble,1.1015728,china cabinet,0.90165395,red panda,0.6166198,mollusk,0.101477,instrumentality,0.3323966264724731,0.3303479850292206
layer4,982,0.2747932195207329,1.4461207,bow tie,1.244973,Persian cat,1.197702,whistle,0.6452367,spider,0.31462047,arachnid,0.3971492350101471,0.2758615016937256
layer4,983,0.3430057026651011,1.4922315,crutch,1.124519,woodwind,0.8880787,odonate,0.7399519,pen,0.30079162,implement,0.3565813601016998,0.2763258218765259
layer4,984,0.2138451895130742,1.730697,steel drum,1.4611945,hyena,1.2985885,potter's wheel,0.8537661,wolfhound,0.6181281,percussion instrument,0.4439156055450439,0.32253003120422363
layer4,985,0.3397535259214831,2.1397014,police van,1.8144035,academic gown,1.7681,graduation cap,1.2503071,digital computer,0.22632514,domestic animal,0.5113539099693298,0.2613876461982727
layer4,986,0.3350466389195001,2.1374557,electric fan,1.9706104,earth star fungus,1.2526051,Maltese,0.7044076,poodle,0.39209634,terrier,0.3815511167049408,0.2559216618537903
layer4,987,0.4322759479737662,1.7967968,Norwegian Elkhound,1.4020783,lemur,0.24905571,mammal,0.2039437,carnivore,0.092600115,placental,0.3904235959053039,0.30289211869239807
layer4,988,0.4199668861218076,5.1515207,flatworm,3.0955818,sea slug,2.2657423,spiny-finned fish,1.0260543,mollusk,0.23176037,organism,0.54319167137146,0.45266157388687134
layer4,989,0.4268733328435038,2.944219,scuba diver,1.533232,echinoderm,1.3263156,fish,1.096326,geological formation,0.5001014,conveyance,0.6092575192451477,0.42205810546875
layer4,990,0.3058310310443611,1.4096639,graduation cap,1.2618237,tent,0.70897704,oscine,0.60422903,bear,0.26844573,hound,0.3749442398548126,0.1724834144115448
layer4,991,0.3559289425797015,1.5117413,freight car,1.3662434,whistle,0.7497747,ball,0.6455637,toiletry,0.14352813,artifact,0.354945570230484,0.1927253156900406
layer4,992,0.2248070917813414,1.2395685,arabian camel,0.9929461,three-toed sloth,0.9102241,teapot,0.8742095,earth star fungus,0.15623473,terrier,0.3948954939842224,0.15494957566261292
layer4,993,0.4366962640036422,1.5697545,cassette,1.1164548,electronic equipment,0.68775827,measuring instrument,0.1611092,instrumentality,0.15916857,device,0.4113287627696991,0.3164950907230377
layer4,994,0.3427238237631028,2.3069887,teapot,1.7575594,drink pitcher,0.5801453,oscine,0.45698485,terrier,0.24926098,container,0.4161547720432281,0.34552648663520813
layer4,995,0.4690959746517791,2.1478875,Leonberger,1.6758895,St. Bernard,1.5320238,Soft-coated Wheaten Terrier,0.32209,carnivore,0.13942517,canine,0.3360955417156219,0.4472866356372833
layer4,996,0.4467633946241292,2.736432,digital clock,2.1203096,breathing device,2.0890822,mask,2.070503,Boxer,1.7545667,gas mask or respirator,0.426546961069107,0.4427478313446045
layer4,997,0.366794771833738,2.4092593,weight,1.9914478,screw,1.6371926,Affenpinscher,0.6787433,primate,0.20623946,artifact,0.3315532207489013,0.28014659881591797
layer4,998,0.3733544195272169,2.0421882,totem pole,1.5466174,mask,0.97829413,feline,0.5968245,bovid,0.5027191,ungulate,0.4081285297870636,0.32077935338020325
layer4,999,0.247237762470857,1.1648904,ski,1.081057,dog sled,0.52262294,wolf,0.26387662,working dog,0.07494017,artifact,0.2264685779809951,0.3473355770111084
layer4,1000,0.4846662970372292,1.8906549,barn,1.6679244,fox,1.4542218,musteline mammal,0.8079365,rodent,0.39038202,structure,0.4161838293075561,0.4559244215488434
layer4,1001,0.3298837633111481,1.6652927,plectrum,1.3161018,banjo,1.1737691,Siamese cat,0.73874813,spaniel,0.34299666,musical instrument,0.390380859375,0.3176409602165222
layer4,1002,0.3127716973122763,1.6636227,brass,1.3685975,opener,0.9790066,hymenopterous insect,0.8689736,decapod crustacean,0.8141372,beating-reed instrument,0.4225195348262787,0.27178436517715454
layer4,1003,0.3130359825615071,2.071451,rapeseed,1.7357348,valley,1.1700191,aircraft,0.8113152,geological formation,0.2837312,conveyance,0.5100425481796265,0.29245710372924805
layer4,1004,0.2959984213223438,1.6663781,radio,1.5040146,consomme,0.78454477,utensil,0.6951543,amphibian,0.67760265,dish,0.412913829088211,0.313570111989975
layer4,1005,0.3183845628055851,1.6018813,stupa,1.4147742,hay,0.73634493,butterfly,0.5458013,ship,0.38026276,even-toed ungulate,0.3388414084911346,0.32733193039894104
layer4,1006,0.4110043600779904,2.9349475,flamingo,2.6632226,butcher shop,1.8232718,spoonbill,1.6091192,decapod crustacean,0.14989582,crustacean,0.5314253568649292,0.37544095516204834
layer4,1007,0.3891655435254394,1.7400838,Basenji,1.5055597,springer spaniel,1.1449333,foxhound,0.9550426,sennenhunde,0.86733395,hound,0.4297316968441009,0.34037795662879944
layer4,1008,0.2479817411730635,1.6062845,axolotl,1.0824889,crossword,0.4521321,bottle,0.2812139,diapsid,0.25164485,matter,0.4249910414218902,0.1917622685432434
layer4,1009,0.4808086935979168,1.1734911,foxhound,0.85552585,musical instrument,0.64877045,hound,0.6360651,sporting dog,0.5726894,clothing,0.3668172955513,0.38723528385162354
layer4,1010,0.3309565374166656,1.6642332,corn,1.2168374,basket,0.58740664,fruit,0.39280835,solid,0.35271245,food,0.47451052069664,0.41007134318351746
layer4,1011,0.3612637804110803,1.468412,paddle,1.1649792,elephant,1.0643016,swine,0.8399131,boat,0.6742644,aquatic bird,0.4584320187568664,0.3457866311073303
layer4,1012,0.3992430808362202,2.9575686,totem pole,1.6159065,Affenpinscher,1.1308664,mask,0.6068957,terrier,0.17182478,covering,0.357259064912796,0.3818631172180176
layer4,1013,0.2536988169120254,1.984978,oscilloscope,1.7298466,tarantula,1.4413552,odonate,1.3169602,swine,1.2049,bridge,0.4963899552822113,0.303129643201828
layer4,1014,0.3488559898241181,1.4000585,orthopterous insect,1.2501848,yellow lady's slipper,1.1485941,block plane,0.69322,lizard,0.43561867,primate,0.3185715973377228,0.2987554967403412
layer4,1015,0.4147760342626206,2.1024868,piano,0.69931555,seat,0.55581707,footwear,0.41682103,aquatic bird,0.12704802,artifact,0.3120354115962982,0.3235280513763428
layer4,1016,0.4016962665266751,2.2602084,carousel,0.58930045,structure,0.5878927,ungulate,0.42358384,conveyance,0.090321735,vehicle,0.5348933935165405,0.20898379385471344
layer4,1017,0.3151122173884745,2.2032037,radiator grille,1.8416718,manhole cover,1.7616413,electric fan,1.673315,brass memorial plaque,1.5378658,radiator,0.4011115133762359,0.3762996792793274
layer4,1018,0.3418797500044944,1.3565456,bubble,0.957201,rose hip,0.6322721,coelenterate,0.5056063,fruit,0.31979352,invertebrate,0.3953489363193512,0.372158408164978
layer4,1019,0.3024917695170923,1.5790919,handkerchief,1.452495,dishcloth,1.3230497,crocodilian reptile,0.68445307,piece of cloth,0.6001136,game bird,0.4698382019996643,0.3024914562702179
layer4,1020,0.3499410102407676,2.9034164,platypus,2.3701353,maypole,0.90444046,fish,0.49104208,aquatic bird,0.2102625,organism,0.5615140199661255,0.362930566072464
layer4,1021,0.2190008039012054,0.8704663,food fish,0.85599434,weight,0.80598336,revolver,0.58629006,firearm,0.09435337,device,0.3518234193325043,0.1623782515525818
layer4,1022,0.350818447904096,1.4326291,chain mail,0.70311624,woodwind,0.40169603,ball,0.39668566,wind instrument,0.118076354,artifact,0.3045099675655365,0.31704437732696533
layer4,1023,0.3060108570977319,2.2155304,lifeboat,2.1627774,antelope,2.0203552,tiger,1.7881874,coucal,1.3414558,sandwich,0.5670912265777588,0.31303417682647705
layer4,1024,0.3924399916974646,1.2772754,bottle,1.1879281,shaker,0.30161995,musical instrument,0.23516035,vessel,0.12399269,instrumentality,0.399165391921997,0.3712685704231262
layer4,1025,0.2995674081886484,2.0221658,jellyfish,1.2878499,bubble,1.0724416,worm,0.48327485,mollusk,0.15585445,invertebrate,0.3523634374141693,0.296111136674881
layer4,1026,0.2475660636309994,1.2353454,three-toed sloth,1.2015302,ray,1.144999,trilobite,1.1442165,arabian camel,1.1269436,gong,0.3500801622867584,0.2660812735557556
layer4,1027,0.350136786785503,2.0227852,carved pumpkin,1.5330857,chiton,1.0745587,trilobite,0.6396891,ship,0.61653197,shark,0.3655886650085449,0.30870354175567627
layer4,1028,0.4562969742393876,1.5192614,gong,1.29976,viper,1.1489893,snake,0.54830134,edible fruit,0.35466,matter,0.4409897029399872,0.42963308095932007
layer4,1029,0.3398847881440729,1.2410166,space shuttle,0.76778305,heavier-than-air craft,0.7604097,weapon,0.64775497,parrot,0.6143318,military vehicle,0.3033116161823272,0.2750859260559082
layer4,1030,0.3584226976089393,2.1460755,hourglass,1.38055,payphone,0.8499187,bus,0.76948434,shaker,0.098751776,artifact,0.2676348090171814,0.286367803812027
layer4,1031,0.3094369426473694,2.1685348,gong,1.9952565,bullock cart,0.8734883,bovid,0.5241894,ungulate,0.32553998,implement,0.4173999726772308,0.3089445233345032
layer4,1032,0.2252234583615346,1.9504864,through arch bridge,0.7585196,antelope,0.387414,snake,0.18206717,container,0.15195407,diapsid,0.4537664353847503,0.21164022386074066
layer4,1033,0.2252358689625794,3.4795434,trilobite,2.1635587,screw,1.8242675,isopod,1.5391133,centipede,0.25961152,structure,0.524919867515564,0.33810749650001526
layer4,1034,0.3992442943204566,1.8756691,camera,1.7282007,lens cap,0.8050492,electronic equipment,0.38048625,instrument,0.30631834,device,0.4150246679782867,0.3169575035572052
layer4,1035,0.4306208441962335,2.2570705,tench,1.9952542,jackfruit,1.3340148,frog,0.81904864,foodstuff,0.6270694,food,0.4851537346839905,0.29885193705558777
layer4,1036,0.3422735163981711,1.7714669,sea lion,1.6283257,cougar,1.5497639,Rhodesian Ridgeback,1.1099101,antelope,0.6102334,fish,0.3748454749584198,0.3632340431213379
layer4,1037,0.3081304985139786,2.099713,shower curtain,1.4939789,wardrobe,0.87645215,cabinet,0.28108585,furnishing,0.26954183,covering,0.4505194425582886,0.2863547205924988
layer4,1038,0.2898753415901521,1.9723476,spider web,1.5043505,gondola,1.1497015,potter's wheel,0.71294683,spider,0.28000984,vessel,0.4477958083152771,0.2849324941635132
layer4,1039,0.2530503103563421,1.2126201,entertainment center,1.165705,home theater,0.40634805,geological formation,0.3538701,electronic equipment,0.18020263,structure,0.3303938806056976,0.26316356658935547
layer4,1040,0.2935109232467617,1.6288161,fountain pen,1.5646011,screw,0.73248804,computer,0.46843788,electronic equipment,0.313791,implement,0.4141699075698852,0.28748974204063416
layer4,1041,0.3146055315936247,1.1594656,dishcloth,1.0802104,mitten,1.0529715,plant pot,0.9021979,abacus,0.4672229,fabric,0.3378226161003113,0.31141287088394165
layer4,1042,0.3319105406128773,0.6863774,ship,0.6153307,geological formation,0.5999193,lizard,0.28841433,invertebrate,0.22896668,structure,0.3961765468120575,0.2687636911869049
layer4,1043,0.3101133180510453,1.804103,cannon,1.7865864,paper towel,1.0332181,missile,1.0276978,weapon,0.11342508,instrumentality,0.4057176113128662,0.32324376702308655
layer4,1044,0.4923036420430798,2.7819204,baseball player,1.1944581,ball,0.47745097,hound,0.46399418,dog,0.19939236,hunting dog,0.4461943209171295,0.44110363721847534
layer4,1045,0.321899349670517,2.2440748,barber chair,1.3891642,yellow lady's slipper,1.358831,potter's wheel,0.6606893,musical instrument,0.3752679,clothing,0.4272751808166504,0.267928808927536
layer4,1046,0.34444738818984,2.9295058,Afghan Hound,2.0940866,cleaning implement,1.7421479,Komondor,1.0372752,cart,0.5256603,ungulate,0.4375964403152466,0.24377501010894775
layer4,1047,0.3069446808991208,0.7789252,lizard,0.4609567,amphibian,0.45089003,toy dog,0.44434008,game bird,0.17656378,bird,0.3319002389907837,0.28617724776268005
layer4,1048,0.349706268553233,2.8501177,Rottweiler,2.8058605,sennenhunde,2.4633684,fire salamander,2.12559,Black and Tan Coonhound,1.9990879,Tibetan Mastiff,0.5907821655273438,0.3333340585231781
layer4,1049,0.4244649279533097,3.1540217,yurt,2.5142093,barn,2.1153977,carousel,1.2713284,shelter,0.18540837,artifact,0.4014202356338501,0.43549978733062744
layer4,1050,0.6155758782354258,2.4006128,crab,1.939692,arachnid,1.111404,spider,0.6890788,hound,0.6836219,canine,0.5209493637084961,0.538110077381134
layer4,1051,0.446163597250141,3.0396042,ski,2.9694138,snowmobile,2.964245,sled,0.9356707,wheeled vehicle,0.75032073,canine,0.5778111815452576,0.4574469327926636
layer4,1052,0.19420253738958,1.5591993,arabian camel,1.3649164,Wire Fox Terrier,0.9424627,camera,0.9168993,wirehair,0.49715993,musteline mammal,0.5044646263122559,0.21075598895549774
layer4,1053,0.4463982351942279,1.4275023,crossword,0.48324376,shoe,0.26422715,artifact,0.2215921,footwear,0.15278456,domestic animal,0.2006018012762069,0.23310072720050812
layer4,1054,0.3059511559625012,2.1644278,snowmobile,1.8711603,sled,1.0453926,cart,0.29316667,dog,0.16072063,artifact,0.3302319347858429,0.3600606620311737
layer4,1055,0.2901218009914977,1.521182,marmot,0.8144676,geological formation,0.56129843,even-toed ungulate,0.32473087,structure,0.15520681,vertebrate,0.4160034358501434,0.19242511689662933
layer4,1056,0.2926628697745099,1.4233017,ambulance,1.3760269,T-shirt,0.69750583,schnauzer,0.23664474,terrier,0.20899688,arthropod,0.3726311028003692,0.2812245190143585
